Words,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Love
ingenious,1,0,0,0,0,0,0,0,0,0,0
inheritance,1,0,0,1,0,0,1,0,1,1,0
inhibit,0,1,1,0,1,0,0,1,0,0,0
inhospitable,0,1,0,0,0,0,0,1,0,0,0
inhuman,0,1,1,0,1,1,0,1,0,0,0
inhumanity,0,1,0,0,0,0,0,1,0,0,0
inimical,0,1,1,0,0,0,0,1,0,0,0
inimitable,1,0,0,0,0,0,0,0,0,1,0
iniquity,0,1,0,0,1,0,0,0,0,0,0
injection,0,0,0,0,0,1,0,0,0,0,0
injunction,0,1,0,0,0,0,0,0,0,0,0
injure,0,1,1,0,0,1,0,1,0,0,0
injured,0,1,0,0,0,1,0,1,0,0,0
injurious,0,1,1,0,0,1,0,1,0,0,0
injury,0,1,1,0,0,1,0,1,0,0,0
injustice,0,1,1,0,0,0,0,0,0,0,0
inmate,0,1,0,0,1,1,0,0,0,0,0
innocence,1,0,0,0,0,0,0,0,0,0,0
innocent,1,0,0,0,0,0,0,0,0,1,0
innocently,1,0,0,0,0,0,0,0,0,0,0
innocuous,1,0,0,0,0,0,0,0,0,0,0
innovate,1,0,0,0,0,0,0,0,0,0,0
innovation,1,0,0,0,0,0,0,0,0,0,0
inoculation,0,0,0,1,0,0,0,0,0,1,0
inoperative,0,1,1,0,0,0,0,0,0,0,0
inquirer,1,0,0,0,0,0,0,0,0,0,0
inquiry,1,0,0,1,0,0,0,0,0,0,0
inquisitive,1,0,0,0,0,0,0,0,0,0,0
insane,0,1,1,0,0,1,0,0,0,0,0
insanity,0,1,1,0,1,1,0,1,0,0,0
insecure,0,1,1,0,0,1,0,1,0,0,0
insecurity,0,1,0,0,0,1,0,0,0,0,0
inseparable,1,0,0,0,0,0,1,0,0,1,0
insidious,0,1,1,0,1,1,0,0,0,0,0
insignia,1,0,0,0,0,0,0,0,0,0,0
insignificance,0,1,0,0,0,0,0,0,0,0,0
insignificant,0,1,1,0,0,0,0,1,0,0,0
insipid,0,1,0,0,0,0,0,0,0,0,0
insolent,0,1,0,0,0,0,0,0,0,0,0
insolvency,0,1,0,0,0,1,0,1,1,0,0
insolvent,0,1,0,0,0,1,0,1,0,1,0
inspector,1,0,0,0,0,0,0,0,0,0,0
inspiration,1,0,0,1,0,0,1,0,0,0,0
inspire,1,0,0,1,0,0,1,0,0,1,0
inspired,1,0,0,0,0,0,1,0,1,1,0
instability,0,1,0,0,1,1,0,0,0,0,0
install,0,0,0,1,0,0,0,0,0,0,0
instigate,0,1,0,0,0,0,0,0,0,0,0
instigation,0,1,0,0,0,0,0,0,0,0,0
instinctive,1,0,1,0,1,1,0,0,0,0,0
institute,0,0,0,0,0,0,0,0,0,1,0
instruct,1,0,0,0,0,0,0,0,0,1,0
instruction,1,0,0,0,0,0,0,0,0,1,0
instructions,0,0,0,1,0,0,0,0,0,1,0
instructor,1,0,0,1,0,0,0,0,0,1,0
instrumental,1,0,0,0,0,0,0,0,0,0,0
insufficiency,0,1,1,0,0,0,0,0,0,0,0
insufficient,0,1,0,0,0,0,0,0,0,0,0
insufficiently,0,1,0,0,0,0,0,0,0,0,0
insulation,0,0,0,0,0,0,0,0,0,1,0
insult,0,1,1,0,1,0,0,1,1,0,0
insulting,0,1,1,0,1,1,0,1,0,0,0
insure,1,0,0,0,0,0,0,0,0,1,0
insurgent,0,1,0,0,0,0,0,0,0,0,0
insurmountable,0,1,0,0,0,1,0,1,0,0,0
insurrection,0,1,1,0,0,0,0,0,0,0,0
intact,1,0,0,0,0,0,0,0,0,1,0
integrity,1,0,0,0,0,0,0,0,0,1,0
intellect,1,0,0,0,0,0,0,0,0,0,0
intellectual,1,0,0,0,0,0,0,0,0,0,0
intelligence,1,0,0,0,0,1,1,0,0,1,0
intelligent,1,0,0,0,0,0,0,0,0,1,0
intend,0,0,0,0,0,0,0,0,0,1,0
intended,1,0,0,1,0,0,0,0,0,0,0
intense,1,1,1,0,1,1,1,0,1,1,0
inter,0,1,0,0,0,0,0,1,0,0,0
intercede,0,0,0,0,0,1,0,1,0,0,0
intercession,0,0,0,0,0,0,0,0,0,1,0
intercourse,1,0,0,0,0,0,0,0,0,0,0
interdiction,0,1,0,0,0,0,0,0,0,0,0
interest,1,0,0,0,0,0,0,0,0,0,0
interested,1,0,0,0,1,0,0,1,0,0,0
interesting,1,0,0,0,0,0,0,0,0,0,0
interference,0,1,0,0,0,0,0,0,0,0,0
interim,0,0,0,1,0,0,0,0,0,0,0
interior,1,0,0,0,1,0,0,0,0,1,0
interlocutory,1,0,0,0,0,0,0,0,0,0,0
interlude,1,0,0,0,0,0,0,0,0,0,0
interment,0,1,0,0,0,0,0,1,0,0,0
interminable,1,1,1,1,0,0,0,0,0,0,0
intermission,0,0,0,1,0,0,0,0,0,0,0
interrogate,0,0,0,0,0,1,0,0,0,0,0
interrogation,0,0,0,0,0,1,0,0,0,0,0
interrupt,0,1,1,0,0,0,0,0,1,0,0
interrupted,0,1,0,0,0,0,0,1,0,0,0
intervention,1,1,0,0,0,0,0,1,0,0,0
interviewer,0,0,0,0,0,1,0,0,0,0,0
intestate,0,1,0,0,0,0,0,0,0,0,0
intestinal,0,0,0,0,1,0,0,0,0,0,0
intimate,1,0,0,1,0,0,1,0,0,1,0
intimately,0,0,0,1,0,1,1,0,0,0,0
intimidate,0,1,0,0,0,1,0,0,0,0,0
intimidation,0,1,1,0,0,1,0,0,0,0,0
intolerable,0,1,1,0,0,0,0,0,0,0,0
intolerance,0,1,1,0,1,1,0,0,0,0,0
intolerant,0,1,1,0,1,1,0,1,0,0,0
intonation,1,0,0,0,0,0,0,0,0,0,0
intoxicated,0,1,0,0,1,0,0,0,0,0,0
intractable,0,1,1,0,0,0,0,0,0,0,0
intrepid,1,0,0,0,0,0,0,0,0,0,0
intrigue,0,1,0,1,0,1,0,0,1,0,0
intruder,0,1,1,0,0,1,0,0,1,0,0
intrusion,0,1,0,0,0,1,0,0,0,0,0
intrusive,0,1,1,0,1,1,0,0,1,0,0
intuition,1,0,0,0,0,0,0,0,0,1,0
intuitive,1,0,0,0,0,0,0,0,0,0,0
intuitively,0,0,0,1,0,0,0,0,0,0,0
invade,0,1,1,0,0,1,0,1,1,0,0
invader,0,1,1,0,0,1,0,1,0,0,0
invalid,0,0,0,0,0,0,0,1,0,0,0
invalidate,0,1,0,0,0,0,0,0,0,0,0
invalidation,0,1,0,0,0,0,0,0,0,0,0
invalidity,0,1,0,0,0,0,0,0,0,0,0
invariably,1,0,0,0,0,0,0,0,0,0,0
invasion,0,1,1,0,0,0,0,0,0,0,0
inventive,1,0,0,0,0,0,0,0,0,0,0
inventor,1,0,0,0,0,0,0,0,0,0,0
investigate,1,0,0,0,0,0,0,0,0,0,0
investigation,0,0,0,1,0,0,0,0,0,0,0
invigorate,1,0,0,0,0,0,0,0,0,0,0
invitation,1,0,0,1,0,0,0,0,0,0,0
invite,1,0,0,1,0,0,1,0,1,1,0
inviting,1,0,0,1,0,0,1,0,1,1,0
invocation,0,0,0,1,0,0,0,0,0,1,0
invoke,0,0,0,1,0,0,0,0,0,0,0
involuntary,0,1,0,0,0,0,0,0,0,0,0
involution,0,1,1,0,0,0,0,0,0,0,0
involvement,0,0,1,0,0,0,0,0,0,0,0
irate,0,1,1,0,0,0,0,0,0,0,0
ire,0,1,1,0,0,0,0,0,0,0,0
iris,0,0,0,0,0,1,0,0,0,0,0
iron,1,0,0,0,0,0,0,0,0,1,0
irons,0,1,0,0,0,0,0,0,0,0,0
irrational,0,1,0,0,1,1,0,0,0,0,0
irrationality,0,1,0,0,0,0,0,0,0,0,0
irreconcilable,0,1,1,0,0,1,0,1,0,0,0
irreducible,1,0,0,0,0,0,0,0,0,0,0
irrefutable,1,0,0,0,0,0,0,0,0,1,0
irregular,0,1,0,0,0,0,0,0,0,0,0
irregularity,0,1,0,0,0,0,0,0,0,0,0
irrelevant,0,1,0,0,0,0,0,0,0,0,0
irreparable,0,1,0,0,0,1,0,1,0,0,0
irresponsible,0,1,0,0,0,0,0,0,0,0,0
irreverent,0,1,0,0,0,0,0,0,0,0,0
irrevocable,0,1,0,0,0,0,0,0,0,0,0
irritability,0,1,1,0,0,0,0,0,0,0,0
irritable,0,1,1,0,0,0,0,0,0,0,0
irritating,0,1,1,0,1,0,0,0,0,0,0
irritation,0,1,1,0,1,0,0,1,0,0,0
isolate,0,0,0,0,0,0,0,1,0,0,0
isolated,0,1,0,0,0,1,0,1,0,0,0
isolation,0,1,0,0,0,0,0,1,0,0,0
jab,0,0,1,0,0,0,0,0,0,0,0
jabber,0,1,0,0,0,0,0,0,0,0,0
jackpot,1,0,0,1,0,0,1,0,1,0,0
jail,0,1,0,0,0,1,0,1,0,0,0
jam,1,0,0,0,0,0,0,0,0,0,0
janitor,0,0,0,0,1,0,0,0,0,0,0
jargon,0,1,0,0,0,0,0,0,0,0,0
jarring,0,1,0,0,0,1,0,1,0,0,0
jaundice,0,1,0,0,0,1,0,0,0,0,0
jaws,0,0,0,0,0,1,0,0,0,0,0
jealous,0,1,1,0,1,0,0,0,0,0,0
jealousy,0,1,1,0,1,1,0,1,0,0,0
jeopardize,0,1,1,0,0,1,0,0,0,0,0
jeopardy,0,1,0,1,0,1,0,0,0,0,0
jerk,0,0,1,0,0,0,0,0,1,0,0
jest,1,0,0,0,0,0,1,0,1,0,0
job,1,0,0,0,0,0,0,0,0,0,0
john,0,1,0,0,1,0,0,0,0,0,0
join,1,0,0,0,0,0,0,0,0,0,0
joined,1,0,0,0,0,0,0,0,0,0,0
joke,0,1,0,0,0,0,0,0,0,0,0
joker,1,0,0,0,0,0,1,0,1,0,0
joking,1,0,0,0,0,0,0,0,0,0,0
jolt,0,0,0,0,0,0,0,0,1,0,0
jornada,0,1,0,0,0,0,0,0,0,0,0
journalism,0,0,0,0,0,0,0,0,0,1,0
journalist,1,0,0,0,0,0,0,0,0,0,0
journey,1,0,0,1,0,1,1,0,0,0,0
journeyman,0,0,0,0,0,0,0,0,0,1,0
jovial,1,0,0,0,0,0,1,0,0,0,0
joy,1,0,0,0,0,0,1,0,0,0,0
joyful,1,0,0,0,0,0,1,0,0,1,0
joyous,1,0,0,0,0,0,1,0,0,0,0
jubilant,1,0,0,0,0,0,1,0,1,1,0
jubilee,1,0,0,0,0,0,1,0,1,0,0
judgment,0,0,0,0,0,0,0,0,1,0,0
judicial,1,0,0,1,0,0,0,0,0,1,0
judiciary,0,0,0,1,0,0,0,0,0,1,0
judicious,1,0,0,0,0,0,0,0,0,1,0
jumble,0,1,0,0,0,0,0,0,0,0,0
jump,1,0,0,0,0,0,1,0,0,0,0
jungle,0,0,0,0,0,1,0,0,0,0,0
junk,0,1,0,0,0,0,0,0,0,0,0
junta,0,1,0,0,0,0,0,0,0,0,0
jurisprudence,0,0,0,0,0,0,0,1,0,0,0
jurist,0,0,0,0,0,0,0,0,0,1,0
jury,0,0,0,0,0,0,0,0,0,1,0
justice,1,0,0,0,0,0,0,0,0,1,0
justifiable,1,0,0,0,0,0,0,0,0,1,0
justification,1,0,0,0,0,0,0,0,0,0,0
juvenile,0,1,0,0,0,0,0,0,0,0,0
keepsake,1,0,0,0,0,0,0,0,0,0,0
ken,1,0,0,0,0,0,0,0,0,0,0
kennel,0,0,0,0,0,0,0,1,0,0,0
kern,0,1,0,0,0,0,0,0,0,0,0
kerosene,0,0,0,0,0,1,0,0,0,0,0
keynote,1,0,0,0,0,0,0,0,0,0,0
keystone,1,0,0,0,0,0,0,0,0,0,0
khan,0,0,0,0,0,1,0,0,0,1,0
kick,0,1,1,0,0,0,0,0,0,0,0
kicking,0,0,1,0,0,0,0,0,0,0,0
kidnap,0,1,1,0,0,1,0,1,1,0,0
kill,0,1,0,0,0,1,0,1,0,0,0
killing,0,1,1,0,0,1,0,1,0,0,0
kind,1,0,0,0,0,0,1,0,0,1,0
kindness,1,0,0,0,0,0,0,0,0,0,0
kindred,1,0,0,1,0,0,1,0,0,1,0
king,1,0,0,0,0,0,0,0,0,0,0
kissing,1,0,0,1,0,0,1,0,1,0,1
kiss,1,0,0,1,0,0,1,0,1,0,1
kite,0,1,0,0,1,0,0,0,0,0,0
kitten,1,0,0,0,0,0,1,0,0,1,0
knack,1,0,0,0,0,0,0,0,0,0,0
knell,0,1,0,0,0,1,0,1,0,0,0
knickers,0,0,0,0,0,0,0,0,0,1,0
knight,1,0,0,0,0,0,0,0,0,0,0
knotted,0,1,0,0,0,0,0,0,0,0,0
knowing,1,0,0,0,0,0,0,0,0,0,0
knowledge,1,0,0,0,0,0,0,0,0,0,0
kudos,1,0,0,0,0,0,1,0,0,0,0
label,0,0,0,0,0,0,0,0,0,1,0
labor,1,0,0,1,0,0,1,0,1,1,0
labored,0,1,0,0,0,0,0,1,0,0,0
laborious,0,1,0,0,0,0,0,0,0,0,0
labyrinth,0,1,0,1,0,0,0,0,0,0,0
lace,1,1,1,0,0,1,0,1,0,1,0
lack,0,1,0,0,0,0,0,0,0,0,0
lacking,0,1,0,0,0,0,0,0,0,0,0
lackluster,0,1,0,0,0,0,0,0,0,0,0
laden,0,1,0,0,0,0,0,0,0,0,0
lag,0,1,0,0,0,0,0,0,0,0,0
lagging,0,1,1,1,1,0,0,1,0,0,0
lair,0,1,0,0,0,0,0,0,0,0,0
lamb,1,0,0,0,0,0,1,0,0,1,0
lament,0,1,0,0,1,1,0,1,0,0,0
lamenting,0,0,0,0,0,0,0,1,0,0,0
land,1,0,0,0,0,0,0,0,0,0,0
landed,1,0,0,0,0,0,0,0,0,0,0
landmark,0,0,0,0,0,0,0,0,0,1,0
landslide,0,1,0,0,0,1,0,1,0,0,0
languid,0,1,0,0,0,0,0,0,0,0,0
languish,0,1,0,0,0,0,0,0,0,0,0
languishing,0,1,0,0,0,1,0,1,0,0,0
lapse,0,1,0,0,0,0,0,0,0,0,0
larceny,0,1,0,0,1,0,0,0,0,0,0
larger,0,0,0,0,1,0,0,0,1,1,0
laser,1,0,0,0,0,0,0,0,0,1,0
lash,0,1,1,0,0,1,0,0,0,0,0
late,0,1,0,0,0,0,0,1,0,0,0
lateness,0,1,0,0,0,0,0,0,0,0,0
latent,0,1,1,1,1,0,0,0,1,0,0
latrines,0,1,0,0,1,0,0,0,0,0,0
laudable,1,0,0,0,0,0,0,0,0,0,0
laugh,1,0,0,0,0,0,1,0,1,0,0
laughable,0,1,0,0,1,0,0,0,0,0,0
laughing,1,0,0,0,0,0,1,0,0,0,0
laughter,1,0,0,1,0,0,1,0,1,0,0
launch,1,0,0,1,0,0,0,0,0,0,0
laureate,1,0,0,0,0,0,0,0,0,1,0
laurel,1,0,0,0,0,0,0,0,0,0,0
laurels,1,0,0,0,0,0,1,0,0,0,0
lava,0,1,1,0,0,1,0,0,0,0,0
lavatory,0,0,0,0,1,0,0,0,0,0,0
lavish,1,0,0,0,0,0,0,0,0,0,0
law,0,0,0,0,0,0,0,0,0,1,0
lawful,1,0,0,0,0,0,0,0,0,1,0
lawlessness,0,1,1,0,0,1,0,0,0,0,0
lawsuit,0,1,1,0,1,1,0,1,1,0,0
lawyer,0,1,1,0,1,1,0,0,0,0,0
lax,0,1,0,0,0,0,0,1,0,0,0
laxative,0,1,0,0,1,1,0,0,0,0,0
lazy,0,1,0,0,0,0,0,0,0,0,0
lead,1,0,0,0,0,0,0,0,0,0,0
leader,1,0,0,0,0,0,0,0,0,1,0
leading,0,0,0,0,0,0,0,0,0,1,0
league,1,0,0,0,0,0,0,0,0,0,0
leak,0,1,0,0,0,0,0,0,0,0,0
leakage,0,1,0,0,0,0,0,0,0,0,0
leaky,0,1,0,0,0,0,0,0,0,0,0
leaning,0,0,0,0,0,0,0,0,0,1,0
learn,1,0,0,0,0,0,0,0,0,0,0
learning,1,0,0,0,0,0,0,0,0,0,0
leave,0,1,0,0,0,0,0,1,1,0,0
lecturer,1,0,0,0,0,0,0,0,0,0,0
leech,0,1,0,0,0,0,0,0,0,0,0
leeches,0,1,0,0,1,1,0,0,0,0,0
leer,0,1,0,0,1,0,0,0,0,0,0
leery,0,0,0,0,0,0,0,0,1,0,0
leeway,1,0,0,0,0,0,0,0,0,0,0
legal,1,0,0,0,0,0,0,0,0,1,0
legalized,1,0,1,0,0,1,1,0,0,1,0
legendary,1,0,0,0,0,0,0,0,0,0,0
legibility,1,0,0,0,0,0,0,0,0,0,0
legible,1,0,0,0,0,0,0,0,0,0,0
legislator,0,0,0,0,0,0,0,0,0,1,0
legislature,0,0,0,0,0,0,0,0,0,1,0
legitimacy,0,0,0,0,0,0,0,0,0,1,0
leisure,1,0,0,1,0,0,1,0,1,1,0
leisurely,1,0,0,0,0,0,0,0,0,0,0
lemma,1,0,0,0,0,0,0,0,0,0,0
lemon,0,1,0,0,1,0,0,0,0,0,0
lender,0,0,0,0,0,0,0,0,0,1,0
lenient,1,0,0,0,0,0,0,0,0,0,0
leprosy,0,1,0,0,1,1,0,1,0,0,0
lesbian,0,1,0,0,1,0,0,1,0,0,0
lessen,0,1,0,1,0,0,0,0,0,0,0
lesser,0,1,0,0,1,0,0,0,0,0,0
lesson,1,0,0,1,0,0,0,0,0,1,0
lethal,0,1,0,0,1,1,0,1,0,0,0
lethargy,0,1,0,0,0,0,0,1,0,0,0
letter,0,0,0,1,0,0,0,0,0,0,0
lettered,1,0,0,1,0,0,0,0,0,1,0
leukemia,0,1,1,0,0,1,0,1,0,0,0
levee,0,0,0,0,0,0,0,0,0,1,0
level,1,0,0,0,0,0,0,0,0,1,0
leverage,1,0,0,0,0,0,0,0,0,0,0
levy,0,1,0,0,0,0,0,0,0,0,0
lewd,0,1,0,0,1,0,0,0,0,0,0
liaison,0,1,0,0,0,0,0,0,0,0,0
liar,0,1,0,0,1,0,0,0,0,0,0
libel,0,1,1,0,0,1,0,0,0,1,0
liberal,1,1,0,0,0,0,0,0,0,0,0
liberate,1,0,1,1,0,0,1,0,1,1,0
liberation,1,0,0,1,0,0,1,0,1,0,0
liberty,1,0,0,1,0,0,1,0,1,1,0
library,1,0,0,0,0,0,0,0,0,0,0
lick,0,1,0,0,1,0,0,0,0,0,0
lie,0,1,1,0,1,0,0,1,0,0,0
lieutenant,0,0,0,0,0,0,0,0,0,1,0
lifeblood,1,0,0,0,0,0,0,0,0,0,0
lifeless,0,1,0,0,0,1,0,1,0,0,0
lighthouse,1,0,0,0,0,0,0,0,0,0,0
lightning,0,0,1,0,0,1,0,0,1,0,0
liking,1,0,0,0,0,0,1,0,0,1,0
limited,0,1,1,0,0,0,0,1,0,0,0
limp,0,1,0,0,0,0,0,0,0,0,0
lines,0,0,0,0,0,1,0,0,0,0,0
linger,0,0,0,1,0,0,0,0,0,0,0
linguist,1,0,0,0,0,0,0,0,0,1,0
lint,0,1,0,0,0,0,0,0,0,0,0
lion,1,0,0,0,0,1,0,0,0,0,0
liquor,0,1,1,0,0,0,1,1,0,0,0
listless,0,1,0,0,0,0,0,1,0,0,0
lithe,1,0,0,0,0,0,0,0,0,0,0
litigant,0,1,0,0,0,0,0,0,0,0,0
litigate,0,1,1,1,1,1,0,1,0,0,0
litigation,0,1,0,0,0,0,0,0,0,0,0
litigious,0,1,1,0,1,0,0,0,0,0,0
litter,0,1,0,0,0,0,0,0,0,0,0
livid,0,1,1,0,1,0,0,0,0,0,0
loaf,0,1,0,0,0,0,0,0,0,0,0
loafer,0,1,0,0,0,0,0,0,0,0,0
loath,0,1,1,0,0,0,0,0,0,0,0
loathe,0,1,1,0,1,0,0,0,0,0,0
loathing,0,1,0,0,1,0,0,0,0,0,0
loathsome,0,1,1,0,1,0,0,0,0,0,0
lobbyist,0,1,0,0,0,0,0,0,0,0,0
localize,0,0,0,1,0,0,0,0,0,0,0
lockup,0,1,0,0,0,1,0,1,0,0,0
locust,0,1,0,0,0,1,0,0,0,0,0
lodging,0,0,0,0,0,0,0,0,0,1,0
lofty,0,1,0,0,0,0,0,0,0,0,0
logical,1,0,0,0,0,0,0,0,0,0,0
lone,0,0,0,0,0,0,0,1,0,0,0
loneliness,0,1,0,0,0,1,0,1,0,0,0
lonely,0,1,1,0,1,1,0,1,0,0,0
lonesome,0,1,0,0,0,0,0,1,0,0,0
long,0,0,0,1,0,0,0,0,0,0,0
longevity,1,0,0,0,0,0,0,0,0,0,0
longing,0,0,0,1,0,0,0,1,0,0,0
loo,0,1,0,0,1,0,0,0,0,0,0
loom,0,1,0,1,0,1,0,0,0,0,0
loon,0,1,0,0,1,0,0,0,0,0,0
loony,0,1,0,0,0,0,0,0,0,0,0
loot,0,1,0,0,0,0,0,0,0,0,0
lord,1,1,0,0,1,0,0,0,0,1,0
lordship,1,0,0,0,0,0,0,0,0,0,0
lose,0,1,1,0,1,1,0,1,1,0,0
losing,0,1,1,0,0,0,0,1,0,0,0
loss,0,1,1,0,0,1,0,1,0,0,0
lost,0,1,0,0,0,0,0,1,0,0,0
lottery,0,0,0,1,0,0,0,0,0,0,0
loudness,0,1,1,0,0,0,0,0,0,0,0
lounge,0,1,0,0,0,0,0,0,0,0,0
louse,0,1,0,0,1,0,0,0,0,0,0
lovable,1,0,0,0,0,0,1,0,0,1,0
love,1,0,0,0,0,0,1,0,0,0,0
lovely,1,0,0,1,0,0,1,1,1,1,0
lovemaking,1,0,0,0,0,0,1,0,0,1,0
lover,1,0,0,1,0,0,1,0,0,1,0
loving,1,0,0,0,0,0,1,0,0,1,0
lower,0,1,0,0,0,0,0,1,0,0,0
lowering,0,1,0,0,0,0,0,0,0,0,0
lowest,0,1,0,0,0,0,0,1,0,0,0
lowlands,0,1,0,0,0,0,0,0,0,0,0
lowly,0,1,0,0,0,0,0,1,0,0,0
loyal,1,0,0,0,0,1,1,0,1,1,0
loyalty,1,0,0,0,0,0,0,0,0,1,0
luck,1,0,0,1,0,0,1,0,1,0,0
lucky,1,0,0,0,0,0,1,0,1,0,0
ludicrous,0,1,0,0,0,0,0,0,0,0,0
lull,0,0,0,1,0,0,0,0,0,0,0
lumbering,0,1,0,0,0,0,0,0,0,0,0
lump,0,1,0,0,0,0,0,0,0,0,0
lumpy,0,1,0,0,1,0,0,0,0,0,0
lunacy,0,1,1,0,1,1,0,1,0,0,0
lunatic,0,1,1,0,1,1,0,0,0,0,0
lunge,0,0,0,0,0,0,0,0,1,0,0
lurch,0,1,0,0,0,0,0,0,0,0,0
lure,0,1,0,0,0,0,0,0,0,0,0
lurid,0,1,0,0,1,0,0,0,0,0,0
lurk,0,1,0,0,0,0,0,0,0,0,0
lurking,0,1,0,0,0,0,0,0,0,0,0
luscious,1,0,0,1,0,0,1,0,0,0,0
lush,0,1,0,0,1,0,0,1,0,0,0
lust,0,1,0,1,0,0,0,0,0,0,0
luster,1,0,0,0,0,0,1,0,0,0,0
lustful,0,1,0,0,0,0,0,0,0,0,0
lustrous,1,0,0,0,0,0,0,0,0,0,0
lusty,0,0,0,0,1,0,0,0,0,0,0
luxuriant,1,0,0,0,0,0,0,0,0,0,0
luxurious,1,0,0,0,0,0,1,0,0,0,0
luxury,1,0,0,0,0,0,1,0,0,0,0
lying,0,1,1,0,1,0,0,0,0,0,0
lynch,0,1,1,0,1,1,0,1,0,0,0
lyre,1,0,0,0,0,0,1,0,0,0,0
lyrical,1,0,0,0,0,0,1,0,0,0,0
mace,0,1,0,0,0,1,0,0,0,0,0
machine,0,0,0,0,0,0,0,0,0,1,0
mad,0,1,1,0,1,1,0,1,0,0,0
madden,0,1,1,0,0,1,0,0,0,0,0
madman,0,1,1,0,0,1,0,0,0,0,0
madness,0,1,1,0,0,1,0,0,0,0,0
mafia,0,1,0,0,0,1,0,0,0,0,0
mage,0,0,0,0,0,1,0,0,0,0,0
maggot,0,1,0,0,1,0,0,0,0,0,0
magical,1,0,0,1,0,0,1,0,1,0,0
magician,0,0,0,0,0,0,0,0,1,0,0
magnet,1,0,0,0,0,0,0,0,0,1,0
magnetism,1,0,0,0,0,0,0,0,0,0,0
magnetite,1,0,0,0,0,0,0,0,0,0,0
magnificence,1,0,0,1,0,0,1,0,0,1,0
magnificent,1,0,0,1,0,0,1,0,1,1,0
maiden,1,0,0,0,0,0,0,0,0,0,0
mail,0,0,0,1,0,0,0,0,0,0,0
main,1,0,0,0,0,0,0,0,0,0,0
mainstay,1,0,0,0,0,0,0,0,0,1,0
maintenance,0,0,0,0,0,0,0,0,0,1,0
majestic,1,0,0,1,0,0,1,0,1,1,0
majesty,1,0,0,0,0,0,0,0,0,1,0
major,1,0,0,0,0,0,0,0,0,0,0
majority,1,0,0,0,0,0,1,0,0,1,0
makeshift,0,1,0,0,0,0,0,0,0,0,0
malady,0,1,0,0,0,0,0,0,0,0,0
malaise,0,1,0,0,0,0,0,1,0,0,0
malaria,0,1,0,0,1,1,0,1,0,0,0
malevolent,0,1,1,0,1,1,0,1,0,0,0
malfeasance,0,1,0,0,1,0,0,0,0,0,0
malformation,0,1,0,0,0,0,0,0,0,0,0
malice,0,1,1,0,0,1,0,0,0,0,0
malicious,0,1,1,0,1,1,0,1,0,0,0
malign,0,1,1,0,1,0,0,0,0,0,0
malignancy,0,1,0,0,0,1,0,1,0,0,0
malignant,0,1,1,0,0,1,0,0,0,0,0
malpractice,0,1,1,0,0,0,0,0,0,0,0
mamma,0,0,0,0,0,0,0,0,0,1,0
manage,1,0,0,0,0,0,0,0,0,1,0
management,1,0,0,0,0,0,0,0,0,1,0
mandamus,0,1,0,0,0,1,0,0,0,0,0
mandarin,1,0,0,0,0,0,0,0,0,1,0
mange,0,1,0,0,1,1,0,0,0,0,0
mangle,0,1,1,0,1,1,0,1,0,0,0
manhood,1,0,0,0,0,0,0,0,0,0,0
mania,0,1,0,0,0,0,0,0,0,0,0
maniac,0,1,1,0,0,1,0,0,0,0,0
maniacal,0,1,0,0,0,0,0,0,0,0,0
manifestation,0,0,0,0,0,1,0,0,0,0,0
manifested,1,0,0,0,0,0,0,0,0,0,0
manipulate,0,1,0,0,0,0,0,0,0,0,0
manipulation,0,1,1,0,0,1,0,0,0,0,0
manly,1,0,0,0,0,0,0,0,0,0,0
manna,1,0,0,0,0,0,0,0,0,0,0
mannered,1,0,0,0,0,0,0,0,0,0,0
manners,1,0,0,0,0,0,0,0,0,0,0
manslaughter,0,1,1,0,1,1,0,1,1,0,0
manual,0,0,0,0,0,0,0,0,0,1,0
manufacturer,1,0,0,0,0,0,0,0,0,0,0
manure,0,1,0,0,1,0,0,0,0,0,0
mar,0,1,0,0,0,0,0,0,0,0,0
march,1,0,0,0,0,0,0,0,0,0,0
margin,0,1,0,0,0,0,0,1,0,0,0
marine,0,0,0,0,0,0,0,0,0,1,0
marked,1,0,0,0,0,0,0,0,0,0,0
marketable,1,0,0,0,0,0,0,0,0,0,0
maroon,0,1,0,0,0,0,0,0,0,0,0
marquis,1,0,0,0,0,0,0,0,0,0,0
marriage,1,0,0,1,0,0,1,0,0,1,0
marrow,1,0,0,0,0,0,1,0,0,1,0
marry,1,0,0,1,0,1,1,0,1,1,0
marshal,1,0,0,0,0,0,0,0,0,1,0
martial,0,0,1,0,0,0,0,0,0,0,0
martingale,0,1,0,0,0,0,0,0,0,0,0
martyr,0,1,0,0,0,1,0,1,0,0,0
martyrdom,0,1,0,0,0,1,0,1,0,0,0
marvel,1,0,0,0,0,0,0,0,1,0,0
marvelous,1,0,0,0,0,0,1,0,0,0,0
marvelously,1,0,0,0,0,0,1,0,0,0,0
masculine,1,0,0,0,0,0,0,0,0,0,0
masochism,0,1,1,0,1,1,0,0,0,0,0
massacre,0,1,1,0,1,1,0,1,0,0,0
massage,1,0,0,0,0,0,1,0,0,0,0
master,1,0,0,0,0,0,0,0,0,0,0
masterpiece,1,0,0,0,0,0,1,0,0,0,0
mastery,1,0,1,0,0,0,1,0,0,1,0
matchmaker,0,0,0,1,0,0,0,0,0,0,0
